source_name,event_date,event_title,event_description,location_description,location_accuracy_km,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,event_import_source,latitude,longitude,country_name,admin_division_name,gazetteer_closest_point,gazetteer_distance,year,month,season,severity
en.wikipedia,2010-08-26,"Koti bridge(?), Chamba-Langera-Bhadarwah border road connecting Doda district of Jammu and Kashmir with Himachal Pradesh","Chamba-Langera-Bhadarwah border road connecting Doda district of Jammu & Kashmir with Himachal has been closed due to a massive landslide at Koti bridge today. Chamba deputy commissioner Devesh Kumar told HimVani that he has directed the executive engineer, Salooni, to get the road immediately.  Other affected areas include Sundla, Salooni, Bhandal, Langera, Bhadarwah, Bhalai, and Khairi boarder area of Himachal Pradesh. According to a resident of Bhadarwah, DC Thakur, pilgrimage to Manimahesh lake, which is in full swing, has been affected as people coming from Doda district have not been able to cross the road.  Report received here from Nahan said that Nahan-Haripurdhar, Nahan-Kolawala, Paonta Sahib-Shialli and Nahan-Bhwarnehar roads, that were disrupted after heavy rainfall on Thursday, have been restored for traffic. Paonta Sahib, which had recorded 222 mm rainfall on Thursday morning, was having sunshine this noon.","Koti bridge(?), Chamba-Langera-Bhadarwah border road connecting Doda district of Jammu and Kashmir with Himachal Pradesh",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,32.7029,75.9568,0,Himachal Pradesh,Shaini,13.44,2010,8,monsoon,low
The Himalayan Times,2016-07-25,"Pharping-Kulekhani road in Phakel, Makwanpur District, Nepal","Estimated date, landslide may have occurred a couple days before 7/25/16. The Pharping-Kulekhani road section connecting Kathmandu and Makawanpur districts has been obstructed due to landslides.  A landslip in Phakhel due to incessant rain has rolled down rocks and boulders on the road, causing obstruction in the passage of vehicles.     Excavators have been mobilised to clear the debris, but they are yet to clear the debris, according to the Metropolitan Traffic Police Division.  Police said efforts are underway to reopen the road and resume the traffic movement.","Pharping-Kulekhani road in Phakel, Makwanpur District, Nepal",5.0,rock_fall,rainfall,2.0,infrastructure,0.0,GLC,27.6019,85.225,1,Narayani,Kisipidi,10.56,2016,7,monsoon,low
myRepublica,2014-12-15,Rank VDC-2,"The landslide triggered by incessant downpour has killed two people in Rolpa on Friday, police informed.",Rank VDC-2,50.0,landslide,rainfall,2.0,unknown,2.0,GLC,28.3685,82.3731,1,Rapti,Rapti,5.64,2014,12,non_monsoon,medium
Northeast Now,2018-05-18,Kambhukcherra and Belfungpara village landslides,"Incessant rains triggered two separate landslide incidents in neighboring villages. The first landslide hapened in Kambhukcherra village in West Tripura, killing 3 family members. In Belfungpara village, a second landslide killed one. All four are from the same tribal community.","Kambhukcherra and Belfunpara villages, West Tripura, Tripura",5.0,landslide,rainfall,2.0,unknown,4.0,GLC,24.02515388,91.49747518,0,Tripura,Khowai,12.53,2018,5,non_monsoon,medium
sify.com,2010-08-26,"Matak Mahari(?), near Dehradun, Uttarakhand","Aug 26 (ANI): Heavy downpours and landslides, triggered by a cloudburst, damaged over 50 houses and a school in Matak Majari village near Dehradun in Uttarakhand in the wee hours of Thursday.  Roads in the area were swept away and a bus fell into a gorge near the village. While no casualties have been reported. Though many persons have been reportedly injured.  Slush of mud and debris entered many houses within a short time, giving no opportunity to villagers to save their belongings.","Matak Mahari(?), near Dehradun, Uttarakhand",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,30.365,78.0641,0,Uttaranchal,Dehra Dun,3.77,2010,8,monsoon,low
reliefweb,2008-09-12,Naubishe of Sundarpuri Village Development Committee (VDC) in Nuwakot district,"house collapsed by landslide, occurred in morning",Naubishe of Sundarpuri Village Development Committee (VDC) in Nuwakot district,10.0,landslide,rainfall,2.0,unknown,2.0,GLC,27.7167,85.15,1,Bagmati,Kisipidi,6.16,2008,9,monsoon,medium
taiwannews,2011-08-13,"Chaurikharku, Solukhumbu District",5 killed in collapsed home in mudslide triggered by monsoon rains,"Chaurikharku, Solukhumbu District",10.0,mudslide,rainfall,2.0,unknown,5.0,GLC,27.6674,86.7174,1,Sagarmatha,Mount Everest,29.77,2011,8,monsoon,medium
dnaindia,2011-04-17,"Jammu and Srinagar Natl. Hwy., Panthal, Ramban","Apr 17, 2011, 17:44 IST  The 300-km Jammu-Srinagar national highway, connecting J & K with the rest of the country, was closed for vehicular traffic due to falling pieces of rocks from hilltops in the wake of landslides triggered by heavy rain in Ramban district.  The highway was closed for vehicular traffic at 3pm as pieces of rocks are falling on the highway from hilltops due to landslides caused by heavy rains in Panthal area, 180 kms from Jammu, police control room (PCR) officials said.  Due to closure of traffic, over 100 vehicles are stranded in Ramban, they said. ","Jammu and Srinagar Natl. Hwy., Panthal, Ramban",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,33.3645,75.1999,0,Jammu and Kashmir,Gund,7.71,2011,4,non_monsoon,low
The Himalayan Times,2016-06-29,"Bungtang, Nuwakot, Nepal","Two children were killed when a landslide buried a house at Bungtang-4 in Nuwakot on Wednesday morning.  The deceased have been identified as 13-year-old Aita Ram Tamang (13) and his six-year-old brother Aashish Tamang. Their nine-year-old sister Bimala Tamang sustained minor injury in the incident, police said.","Bungtang, Nuwakot, Nepal",10.0,landslide,unknown,2.0,unknown,2.0,GLC,28.0022,85.133,1,Bagmati,Beklot,17.54,2016,6,monsoon,medium
Nagaland Post,2017-06-02,Landslide in Kohima,"Heavy rain and illegal dumping causes landslide in Eastern Kohima, blocking roads","The road that connects civil secretariat and medical college site towards BSF camp at Nhachüko, Kohima",1.0,landslide,rainfall,2.0,human_modified,0.0,GLC,25.67061161,94.11844319,0,Nagaland,Naga Hills,18.83,2017,6,monsoon,low
eKantipur,2015-07-05,Kakurthakur VDC-3 in Sindhuli district,Two girls were crushed by rocks while they were in a forest herding cattle.,Kakurthakur VDC-3 in Sindhuli district,5.0,rock_fall,rainfall,1.0,natural,2.0,GLC,27.0483,86.3248,1,Janakpur,Sun  Kosi,21.64,2015,7,monsoon,medium
Times of Malta,2015-05-12,"khukondole, Tatopani","sand lifted by the landslide filled the village of Khukondole, causing the Canadian Red Cross to withdraw","khukondole, Tatopani",5.0,landslide,earthquake,2.0,natural,0.0,GLC,28.0257,85.7262,1,Bagmati,Congdu,31.1,2015,5,non_monsoon,low
kashmirobserver,2010-02-06,"Srinagar-Jammu highway near Asar, Doda and Kishtwar districts","With bad weather hampering road-clearing operations, the Srinagar-Jammu Highway remained closed for traffic for the fourth day running on Tuesday. The highway, the only surface link between Kashmir and the rest of the country, had been closed on Saturday after heavy rains triggered off landslides at several places, and snow blocked the Jawahar Tunnel.  “Continuous and heavy downpour is hindering the operation to clear the landslides and there are continuous shooting stones at several places,” the SP for traffic, GM Wadoo, said.  The Doda and Kishtwar districts of the Jammu region also remained cut off due to landslides near Asar area since Monday. ","Srinagar-Jammu highway near Asar, Doda and Kishtwar districts",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,33.1595,75.8011,0,Jammu and Kashmir,Shandero,6.06,2010,2,non_monsoon,low
hindu,2008-08-29,"Jagannath village, Bajura District","Four persons were killed in a landslide caused by incessant rains at Jagannath village of Bajura district in western Nepal, they said","Jagannath village, Bajura District",25.0,landslide,rainfall,2.0,unknown,4.0,GLC,29.3833,81.3167,1,Seti,Bajura,3.1,2008,8,monsoon,medium
articles.economictimes.indiatimes.com,2013-07-29,"Samroli, Udhampur District, Kashmir","The Jammu-Srinagar National Highway was closed for traffic today due to landslides in Udhampur district, leaving 200 vehicles stranded. The landslides hit the highway at Samroli area of the district, police said. The men and machines of Border Road Organisation (BRO) have started clearance operations in the area. However, a cavalcade of vehicles carrying Amarnath pilgrimsto Kashmir Valley had crossed the area before the landslides hit the highway.","Samroli, Udhampur District, Kashmir",1.0,rock_fall,rainfall,2.0,unknown,0.0,GLC,32.9918,75.1945,0,Jammu and Kashmir,Udhampur,10.02,2013,7,monsoon,low
Morung Express,2017-06-01,"Landslide in Mizoram, off of Aizawl",NH 54 was blocked by rain-triggered landslides from Cyclone Mora,"Hunthar Area, NH 54, off of Aizawl",5.0,landslide,tropical_cyclone,2.0,infrastructure,0.0,GLC,23.73941422,92.71505961,0,Mizoram,Aizwal,9.48,2017,6,monsoon,low
himvani,2010-07-07,"Kala Nalah(?), Keylong-Udaipur rd, Himachal Pradesh","Following inclement weather conditions, a high alert has been sounded in Himachal Pradesh as most rivers and their tributaries are flowing above the danger mark after heavy rains.  A report from Lahaul-Spiti stated that Manali-Keylong road has been blocked following landslides at many places as the area near Rohtang Pass received incessant rainfall. Shimla deputy commissioner BM Nanta told HimVani that an alert was announced in Kullu, Mandi, Kinnaur and Shimla districts as torrential rains during the past three days increased water level in Beas river and its tributaries, including the Parvati and Tirthan. He said an alert has been sounded in villages and towns along the Beas and people have been advised to move to safer places.  and the Keylong-Udaipur road at Kala nalah. ","Kala Nalah(?), Keylong-Udaipur rd, Himachal Pradesh",25.0,landslide,rainfall,2.0,unknown,0.0,GLC,32.6598,76.853,0,Himachal Pradesh,Gushai,16.22,2010,7,monsoon,low
morungexpress,2008-08-14,"Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh",landslides triggered in various parts of Arunachal Pradesh,"Kimin-Ziro road in Papum Pare district, road between Doimukh and Sagalee, Doimukh-Hoj road; Arunachal Pradesh",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.163,94.0,0,Assam,North Lakhimpur,13.46,2008,8,monsoon,low
Kathmandu Post,2015-07-29,Pokhara-Baglung-Jomsom road at Mauribhir and Beteni of Tilahar VDC,"The transport services have been obstructed as landslide swept away a section of the road at Mauribhir and Beteni of Tilahar VDC in Parbat district. Problem has surfaced to open the obstructed road immediately as the landslide swept away some 200 metres road at Beteni. A bulldozer from the Road Division Office, Baglung, has been mobilized to open the road.",Pokhara-Baglung-Jomsom road at Mauribhir and Beteni of Tilahar VDC,5.0,landslide,rainfall,2.0,infrastructure,0.0,GLC,28.2748,83.7432,1,Dhawalagiri,Chanarung,12.92,2015,7,monsoon,low
The Himalayan Times,2016-07-20,"Torakhet, Bhakimli-9, Myagdi district, Nepal","Estimated Location. A massive landslide swept away three houses at Torakhet in Bhakimli-9 of Myagdi district on Wednesday afternoon.  According to local Tek Bahadur Malla, the landslide had swept away the houses which were damaged by last year’s landslide.     No human casualty, however, has been reported in the disaster.  A police team was mobilised at the incident site immediately after the incident to carry out cautionary activities, said DSP Biswo Raj Khadka.","Torakhet, Bhakimli-9, Myagdi district, Nepal",10.0,landslide,unknown,2.0,unknown,0.0,GLC,28.6019,83.3378,1,Dhawalagiri,Dhawalagiri,18.14,2016,7,monsoon,low
e-pao,2010-10-09,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",Landslide has also been reported at a spot near Khongnem village while there are at least three landslides at Karong area.,"NH-39 near Khongnem(?) village, between Imphal and Dimapur, Manipur",50.0,landslide,rainfall,2.0,unknown,0.0,GLC,25.5265,93.8673,0,Manipur,Sochumei,37.55,2010,10,non_monsoon,low
ibnlive.in,2011-04-17,"Kundial village(?) or Bopa Pull(?) of Kashtigarh(Kastigarh )(?) or Bhogal village(?), Doda district, Jammu","Apr 18,2011  New Delhi, Apr 18 (PTI) Five of a family perished in a landslide in Jammu and Kashmir as rains drenched parts of North India for the second day today pouring cool comfort on its residents. A landslide, triggered by torrential rains, struck Kundial village in mountainous Doda district in Jammu region early this morning killing five members of a family, police said.   -----  Five members of a family were killed and a 13-yr-old girl was critically injured when their house was hit by lanslides in the mountainous Doda district of Jammu and Kashmir, police here today said.  ""Five people of a family died and a teenage girl was injured when their house got buried under landslides in a remote village Bopa Pull of Kashtigarh area late last night at around 2345 hrs due to heavy rains,"" Mohan Lal, Superintendent of Police, told UNI this morning.","Kundial village(?) or Bopa Pull(?) of Kashtigarh(Kastigarh )(?) or Bhogal village(?), Doda district, Jammu",5.0,landslide,rainfall,2.0,unknown,5.0,GLC,33.1488,75.5526,0,Jammu and Kashmir,Doda,0.71,2011,4,non_monsoon,medium
Z News India .com,2014-02-23, Ramban district of Jammu and Kashmir,"Jammu: Two persons were killed in a landslide on Jammu-Srinagar National Highway in Ramban district of Jammu and Kashmir.A truck, which was on its way to Jammu from Srinagar, got trapped in landslide near Battery Chashma in Ramban district late last night, police said here today. ", Ramban district of Jammu and Kashmir,5.0,landslide,unknown,3.0,infrastructure,2.0,GLC,33.2359,75.244,0,Jammu and Kashmir,Chaunkri,20.71,2014,2,non_monsoon,medium
eKantipur,2014-08-23,1 killed at night,"The landslide at Adhikarichaur-4, Okhareni of the district, on Saturday night, claimed the life of one Nim Bahadur BK, 19, while he was asleep in a shed.",Adhikarichaur-4,5.0,landslide,rainfall,2.0,unknown,1.0,GLC,28.4333,83.1202,1,Dhawalagiri,Dhorpatan,9.16,2014,8,monsoon,medium
myrepublica,2010-09-02,"Khadichowr village(?), Mankha VDC, Sinhupalchowk district","SINDHUPALCHOWK, Sept 2: Similarly, another landslip struck Khadichowr at Mankha-6 burying three houses at around 7 am Thursday. The landslip buried the houses of Anil Lama, Nakkul Parajuli and Anil Krishna Nepali ","Khadichowr village(?), Mankha VDC, Sinhupalchowk district",5.0,landslide,rainfall,2.0,unknown,0.0,GLC,27.7838,85.8369,1,Bagmati,Barahbise,6.33,2010,9,monsoon,low
